id,name,release_date,price,positive_reviews,negative_reviews
19200,"Tank Universal",2008-08-21,4.99,247,185
19500,"Eternity's Child",2008-07-31,4.99,16,57
19800,"Brothers in Arms: Earned in Blood™",2008-10-10,9.99,593,85
19810,"The Sum of All Fears",2008-10-10,9.99,24,6
19830,"Tom Clancy's Rainbow Six® 3 Gold",2008-09-25,9.99,1353,118
19900,"Far Cry® 2",2008-10-22,9.99,9730,2807
19980,"Prince of Persia®",2008-12-10,9.99,1849,486
20200,"Galactic Bowling",2008-10-21,19.99,6,11
20500,"Red Faction Guerrilla Steam Edition",2009-09-15,0.00,6700,715
20510,"S.T.A.L.K.E.R.: Clear Sky",2008-09-15,9.99,13293,2177
20530,"Red Faction",2009-08-05,9.99,1933,279
20540,"Company of Heroes: Tales of Valor",2009-04-08,19.99,1878,143
20550,"Red Faction II",2009-08-06,9.99,510,452
20700,Starscape,2008-11-03,7.99,66,17
20710,"Mr. Robot",2008-11-03,7.99,65,13
20900,"The Witcher: Enhanced Edition Director's Cut",2008-09-19,9.99,60877,7951
21000,"LEGO® Batman™: The Videogame",2008-09-29,19.99,5826,770
21010,"Watchmen: The End is Nigh",2009-03-04,4.99,318,146
21030,"Watchmen: The End is Nigh Part 2",2009-07-29,4.99,128,67
21300,"Gravitron 2",2008-09-30,4.99,23,5
21400,"Project Aftermath",2008-10-03,0.00,11,9
21500,Pyroblazer®,2008-11-13,4.99,4,3
21600,"Age of Booty™",2009-03-09,0.00,76,121
21640,Flock!,2009-04-07,2.49,169,41
21660,"Street Fighter® IV",2009-07-07,0.00,340,150
21670,"Bionic Commando",2009-07-28,9.99,980,361
21680,"Bionic Commando: Rearmed",2009-07-28,9.99,566,361
21690,"Resident Evil 5",2009-09-15,19.99,25603,3771
21780,"Driver® Parallel Lines",2009-02-13,9.99,742,80
21800,"Tom Clancy's EndWar™",2009-02-25,9.99,539,143
21980,"Call of Juarez: Bound in Blood",2009-07-02,9.99,2541,426
22000,"World of Goo",2008-10-13,14.99,4755,278
22100,"Mount & Blade",2008-11-03,9.99,5117,411
22120,"Penumbra: Black Plague Gold Edition",2009-01-23,9.99,2062,130
22130,"Hearts of Iron 2 Complete",2009-01-23,14.99,420,73
22180,"Penumbra Overture",2009-03-06,9.99,2634,279
22200,"Zeno Clash",2009-04-21,9.99,2350,400
22300,"Fallout 3",2008-10-28,9.99,13806,3644
22310,"Rogue Warrior",2009-12-01,4.99,782,388
22320,"The Elder Scrolls III: Morrowind® Game of the Year Edition",2009-06-16,14.99,19141,936
22330,"The Elder Scrolls IV: Oblivion® Game of the Year Edition",2009-06-16,14.99,35336,1642
22340,"Call of Cthulhu®: Dark Corners of the Earth",2009-06-16,4.99,1844,850
22370,"Fallout 3: Game of the Year Edition",2009-12-17,19.99,29320,7771
22500,Spectromancer,2009-02-11,6.99,207,35
23300,Yosumin!™,2009-05-26,5.99,119,78
23310,"The Last Remnant™",2009-04-09,0.00,3159,729
23380,Gyromancer,2009-11-18,5.99,159,139
23400,"Imperium Romanum Gold Edition",2008-11-25,9.99,316,62
23420,"Europa Universalis: Rome - Gold Edition",2008-12-18,9.99,147,74
23450,"Grand Ages: Rome",2009-03-20,9.99,488,177
23455,"Grand Ages: Rome - Reign of Augustus",0001-01-01,6.99,0,0
23460,Ceville,2009-02-27,0.51,127,28
23490,"Tropico 3",2009-10-20,9.99,1517,198
23500,"Puzzle Quest: Galactrix",2009-02-24,9.99,139,162
23700,"Puzzle Kingdoms",2009-04-27,14.99,166,121
24400,"King Arthur - The Role-playing Wargame",2009-11-24,2.49,373,160
24410,"Crusaders: Thy Kingdom Come",2009-10-08,9.99,22,14
24420,Aquaria,2008-12-15,9.99,1203,158
24720,"SPORE™ Galactic Adventures",2009-06-23,19.99,4802,669
24740,"Burnout Paradise: The Ultimate Box",2009-03-12,0.00,11514,1699
24790,"Command & Conquer 3: Tiberium Wars",2009-11-13,14.99,5252,559
24800,"Command & Conquer: Red Alert 3 - Uprising",2009-10-06,19.99,3242,633
24810,"Command & Conquer 3: Kane's Wrath",2009-11-13,14.99,2975,135
24840,"Medal of Honor: Airborne",2009-10-06,0.00,3822,903
24870,"Need for Speed: Shift",2009-10-06,0.00,2037,615
25500,"Cricket Revolution",2009-10-28,2.99,69,53
25600,"Eschalon: Book I",2009-02-10,0.00,257,41
25700,"Madballs in Babo:Invasion",2009-09-17,4.99,228,44
25800,"Europa Universalis III Complete",2009-02-04,14.99,1525,296
25830,"Knights of Honor",2009-02-04,9.99,1876,149
25850,"Elven Legacy",2009-04-07,0.99,110,39
25890,"Hearts of Iron III",2009-08-07,9.99,4160,1233
25900,"King's Bounty: The Legend",2009-05-01,6.99,2380,257
25910,"Supreme Ruler 2020 Gold",2009-07-09,9.99,177,48
25930,"East India Company",2009-07-31,9.99,80,68
25980,"Majesty 2",2009-09-17,9.99,611,270
25990,"Majesty Gold HD",2009-09-04,9.99,442,28
26000,"The Maw",2009-03-09,9.99,212,41
26300,"Drug Wars",2009-03-17,4.99,14,30
26500,Cogs,2009-04-14,5.99,755,96
26800,Braid,2009-04-10,14.99,8106,520
26900,"Crayon Physics Deluxe",2009-05-06,19.99,849,134
27000,"The Path",2009-03-18,9.99,606,193
27020,"The Graveyard",2009-03-09,4.99,350,230
27050,Fatale,2009-11-04,6.99,66,52
27200,"Summer Athletics",2009-04-02,19.99,22,17
27400,"Dangerous High School Girls in Trouble!™",2009-02-23,19.99,121,76
27600,"Mevo and The Grooveriders",2009-03-19,0.00,24,2
27800,"Space Giraffe",2009-03-19,9.99,49,21
27900,"Twin Sector",2009-09-16,4.99,97,169
29120,"Yumsters 2: Around the World",2009-11-12,4.99,53,29
29130,"Musaic Box",2009-03-19,4.99,220,17
29160,"Blueberry Garden",0001-01-01,4.99,110,34
29180,Osmos,2009-08-18,9.99,1040,150
29540,"Guild Wars® Game of the Year Edition",2009-04-22,19.99,8,1
29560,"Guild Wars Factions®",2009-04-22,19.99,0,0
29570,"Guild Wars® Trilogy",2009-04-22,29.99,34,2
29580,"Guild Wars Nightfall®",2009-04-22,19.99,0,0
29800,Caster,2009-03-19,1.99,3212,845
29900,"Dark Sector",2009-03-24,9.99,500,127
31100,"Wallace & Gromit’s Grand Adventures",2009-03-23,14.99,127,20
31109,"Wallace & Gromit’s Grand Adventures",2009-03-23,14.99,0,0
31160,"Wallace & Gromit’s Grand Adventures",2009-03-23,14.99,0,0
31170,"Tales of Monkey Island: Complete Season",2009-07-07,14.99,520,65
31180,"Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay",2009-08-20,14.99,88,9
31190,"Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan",2009-09-29,14.99,77,7
31200,"Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood",2009-10-30,14.99,79,18
31210,"Tales of Monkey Island Complete Pack: Chapter 5 - Rise of the Pirate God",0001-01-01,14.99,91,11
31270,"Puzzle Agent",0001-01-01,4.99,2081,277
31300,"Tunnel Rats",2009-05-15,19.99,12,24
31700,"Iron Grip: Warlord",2008-12-05,0.00,350,58
31800,"Nancy Drew®: Danger by Design",2009-10-10,6.99,79,21
31810,"Nancy Drew®: Last Train to Blue Moon Canyon",2009-10-10,6.99,218,9
31820,"Nancy Drew®: The Haunted Carousel",2009-10-10,6.99,122,9
31830,"Nancy Drew®: Curse of Blackmoor Manor",2009-10-10,6.99,224,29
31840,"Nancy Drew®: Danger on Deception Island",2009-10-10,6.99,146,9
31850,"Nancy Drew®: Ghost Dogs of Moon Lake",2009-10-10,6.99,142,13
31860,"Nancy Drew®: Legend of the Crystal Skull",2009-07-17,6.99,120,12
31870,"Nancy Drew® Dossier: Lights, Camera, Curses!",2009-07-17,6.99,35,20
31880,"Nancy Drew®: Secret of the Old Clock",2009-10-10,6.99,137,14
31890,"Nancy Drew®: Secret of the Scarlet Hand",2009-10-10,6.99,107,13
31900,"Nancy Drew®: The Creature of Kapu Cave",2009-07-17,6.99,66,29
31910,"Nancy Drew®: The Haunting of Castle Malloy",2009-07-17,6.99,98,23
31920,"Nancy Drew®: The Phantom of Venice",2009-07-17,6.99,102,15
31930,"Nancy Drew®: The White Wolf of Icicle Creek",2009-07-17,6.99,106,38
31980,"Nancy Drew®: Ransom of the Seven Ships",2009-07-21,0.00,41,19
32000,Raycatcher,2009-04-17,4.99,0,14
32110,"LUXOR: Mah Jong",2009-07-13,9.99,70,29
32120,"Chainz 2: Relinked",2009-07-13,9.99,34,29
32140,"Midnight Mysteries",2009-09-28,9.99,104,47
32150,"Everyday Genius: SquareLogic",2009-10-21,4.99,370,7
32160,"Zombie Bowl-o-Rama",2009-10-15,9.99,324,51
32200,"Metal Drift",2009-10-22,9.99,83,47
32310,"Indiana Jones® and the Last Crusade™",2009-07-08,5.99,198,56
32330,"LEGO® Indiana Jones™: The Original Adventures",2009-07-08,19.99,1914,276
32340,LOOM™,2009-07-08,5.99,443,60
32350,"STAR WARS™ Starfighter™",2009-07-08,5.99,294,279
32360,"The Secret of Monkey Island: Special Edition",2009-07-15,9.99,4127,195
32370,"STAR WARS™ - Knights of the Old Republic™",2009-09-05,9.99,24139,2339
32380,"STAR WARS™ Jedi Knight: Dark Forces II",2009-09-16,5.99,1313,384
32390,"STAR WARS™ Jedi Knight - Mysteries of the Sith™",2009-09-16,2.99,536,277
32400,"STAR WARS™ - Dark Forces",2009-09-16,5.99,2209,271
32410,Lucidity™,2009-10-07,5.99,41,18
32420,"STAR WARS™: The Clone Wars - Republic Heroes™",2009-10-06,19.99,325,374
32430,"STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition",2009-12-15,19.99,5845,2207
32440,"LEGO® Star Wars™ - The Complete Saga",2009-11-12,19.99,18253,628
32610,"Delta Force Xtreme 2",2009-06-18,19.99,101,61
32620,"Delta Force",2009-06-18,4.99,415,46
32630,"Delta Force 2",2009-06-18,4.99,301,48
32640,"Delta Force Land Warrior",2009-06-18,9.99,240,19
32650,"Delta Force: Task Force Dagger",2009-06-18,9.99,105,26
32660,"Delta Force: Xtreme",2009-06-18,19.99,101,24
32670,"Delta Force: Black Hawk Down",2009-06-18,14.99,565,47
32680,"Delta Force — Black Hawk Down: Team Sabre",2009-06-18,9.99,374,36
32710,"Armored Fist 3",2009-06-18,9.99,50,16
32720,"F-16 Multirole Fighter",2009-06-18,9.99,74,19
32730,"F-22 Lightning 3",2009-06-18,9.99,93,51
32740,"MiG-29 Fulcrum",0001-01-01,9.99,62,10
32750,"Comanche 4",2009-06-18,9.99,201,22
32760,"Tachyon: The Fringe",2009-06-18,9.99,164,19
32770,"Joint Operations: Combined Arms Gold",2009-09-29,19.99,202,26
32900,"Restaurant Empire II",2009-05-27,19.99,229,77
33100,"Alien Shooter",2009-05-27,4.99,2475,142
33110,"Alien Shooter: Revisited",2009-05-27,4.99,355,173
33120,"Alien Shooter 2: Reloaded",2009-05-27,4.99,2007,168
33130,"Zombie Shooter",2009-05-27,4.99,727,146
33180,"Zombie Shooter 2",2009-11-18,9.99,488,134
33520,"Tropico Reloaded",2009-07-26,6.99,632,82
33530,"Tropico Reloaded",2009-07-26,6.99,445,61
33550,"Time of Shadows",2009-09-11,9.99,7,11
33600,"Broken Sword 2 - the Smoking Mirror: Remastered",2009-12-02,5.99,812,97
33610,"Broken Sword 3 - the Sleeping Dragon",2009-12-02,5.99,333,257
33620,"Crash Time 3",2009-11-25,5.99,421,90
33700,"Paws and Claws: Pampered Pets",2009-07-17,6.99,2,2
33710,"Paws and Claws: Pet School",2009-07-17,6.99,9,1
33720,"Paws and Claws: Pet Vet",2009-07-17,6.99,15,1
33730,"18 Wheels of Steel: Extreme Trucker",2009-09-23,9.99,0,0
34410,"Death to Spies: Moment of Truth",2009-08-07,6.99,358,63
34420,"XIII Century – Gold Edition",2009-08-28,4.99,79,66
34440,"Sid Meier's Civilization® IV",2006-10-25,19.99,1473,145
34450,"Civilization IV®: Warlords",2007-04-06,4.99,131,23
34460,"Civilization IV: Beyond the Sword",2007-07-24,9.99,1516,75
34470,"Sid Meier's Civilization IV: Colonization",2008-09-23,19.99,358,104
34500,"Light of Altair",2009-06-04,14.99,36,9
34600,"Order of War™",2009-09-17,7.99,395,151
34630,"Massive Assault",2009-11-04,9.99,22,2
34640,"Massive Assault: Phantom Renaissance",2009-11-04,9.99,25,4
34800,"Chronicles of Mystery: The Scorpio Ritual",2009-06-18,4.99,84,42
34810,"Project Freedom",2009-10-14,2.99,134,30
34820,"Combat Wings: Battle of Britain",2009-10-14,4.99,505,137
34900,"Bad Rats: the Rats' Revenge",2009-07-20,0.99,11542,3099
35000,"Mini Ninjas",2009-09-08,9.99,3322,418
35070,"Flora's Fruit Farm",2009-10-01,3.99,83,63
35300,Warfare,2009-07-20,12.99,139,31
35310,Clutch,2009-07-20,9.99,135,60
35600,"Big Brain Wolf",2009-11-05,4.99,46,44
35700,"Trine Enchanted Edition",2009-07-02,3.74,12978,559
35800,"BRAINPIPE: A Plunge to Unhumanity",2009-07-06,0.00,146,26
36000,"Foreign Legion: Buckets of Blood",2009-08-04,3.99,189,118
36180,"Cake Mania Collection",2009-07-17,0.00,60,20
36240,Kuros,2009-09-21,0.00,11,1
36900,"Angle of Attack",2009-08-17,9.99,0,3
36910,"All Aspect Warfare",2009-08-17,9.99,3,10
37000,"The Void",2009-12-15,9.99,773,171
37010,"Ninja Blade",2009-11-19,0.00,192,129
37100,Aztaka,2009-05-07,0.00,105,47
37210,"Chocolatier®: Decadence by Design™",2009-08-12,9.99,125,59
37220,"Cooking Dash®",2009-08-12,9.99,62,25
37230,"Diaper Dash®",2009-08-12,9.99,15,5
37240,"Diner Dash:® Hometown Hero™",2009-08-12,9.99,59,131
37260,"Emerald City Confidential™",2009-08-12,9.99,72,4
37270,"Wandering Willows™",2009-08-12,0.00,25,1
37280,"Wedding Dash® 2: Rings Around the World",2009-08-12,9.99,29,7
37290,Zenerchi®,2009-08-12,9.99,11,1
37300,"DinerTown Tycoon",2009-09-30,9.99,9,9
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009-08-25,4.99,543,131
37420,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009-08-25,4.99,500,121
37500,Magnetis,2009-11-05,1.99,33,8
37600,Windosill,2009-09-25,2.99,968,91
37700,"Darkest of Days",0001-01-01,0.00,235,74
37800,Quantz,2009-09-03,9.99,29,14
37960,"Jewel Quest Pack",2009-08-24,19.99,34,4
37970,"Jewel Quest Pack",2009-08-24,19.99,19,3
37980,"Jewel Quest Pack",2009-08-24,19.99,19,3
37990,"Jewel Quest Pack",2009-08-24,19.99,19,3
38000,"Mahjong Quest Collection",2009-08-24,9.99,34,3
38010,"Mahjong Quest Collection",2009-08-24,9.99,20,2
38020,"Mahjong Quest Collection",2009-08-24,9.99,20,2
38070,"Coconut Queen",2009-12-17,9.99,13,1
38080,Build-A-Lot,2009-12-17,9.99,36,2
38090,"Build-A-Lot 2: Town of the Year",2009-12-17,9.99,10,0
38100,"Build-A-Lot 3: Passport to Europe",2009-12-17,9.99,11,1
38110,"Build-A-Lot 4: Power Source",2009-12-17,9.99,12,5
38210,Roogoo,2009-12-17,0.59,268,65
38410,"Fallout 2: A Post Nuclear Role Playing Game",2009-08-19,9.99,10013,616
38420,"Fallout Tactics: Brotherhood of Steel",2009-08-19,9.99,1503,391
38430,"Kingpin — Life of Crime",2009-08-19,9.99,260,70
38440,Sacrifice,2009-08-19,9.99,478,43
38450,MDK,2009-09-17,9.99,215,63
38460,"MDK 2",2009-09-17,9.99,135,33
38490,"Earthworm Jim 2",2009-11-04,19.99,64,29
39200,"Dungeon Siege II",2005-08-16,6.99,1505,555
39360,"Freeze Tag Fun Pack #1",2009-09-23,19.99,0,0
39391,"Freeze Tag Fun Pack #1",2009-09-23,19.99,0,0
39392,"Freeze Tag Fun Pack #2",2009-09-23,19.99,0,0
39500,"Gothic® 3",2009-12-02,9.99,6858,1460
39510,"Gothic II: Gold Edition",2005-11-29,9.99,9334,753
39530,"Painkiller: Black Edition",2007-01-24,9.99,1270,149
39540,"SpellForce - Platinum Edition",2009-11-03,9.99,1664,261
39550,"SpellForce 2 - Anniversary Edition",2009-10-29,14.99,698,237
39560,"Painkiller: Resurrection",2009-10-27,9.99,127,321
39800,"Nation Red",2009-09-03,2.99,2320,311
40200,ItzaBitza,0001-01-01,9.99,7,3
40210,ItzaZoo,2009-12-09,9.99,12,1
40300,Risen,2009-10-02,9.99,6495,828
40320,"Rush for Berlin Gold",2009-10-29,4.99,132,19
40330,"Secret Files: Tunguska",2009-10-29,9.99,292,50
40340,"Secret Files 2: Puritas Cordis",2009-10-29,9.99,119,23
40400,"AI War: Fleet Command",2009-10-21,9.99,1251,258
40500,Sacraboar,2009-11-06,2.99,15,48
40700,Machinarium,2009-10-16,14.99,10331,482
40720,"Samorost 2",2009-12-10,4.99,1346,228
40990,Mafia,2002-08-28,14.99,6124,701
41000,"Serious Sam HD: The First Encounter",2009-11-24,14.99,6208,417
41100,Hammerfight,2009-10-28,0.00,1283,543
41300,Altitude,2009-12-04,0.00,1689,143
41400,"Doom Rails",2009-11-04,2.99,8,23
41500,Torchlight,2009-10-27,14.99,5424,495
41600,"Earthworm Jim 3D",2009-11-04,19.99,51,52
41800,"Gratuitous Space Battles",2009-11-16,14.99,585,198
41900,"The Bard's Tale",2009-12-11,19.99,862,272
42200,"Nancy Drew® Dossier: Resorting to Danger!",2009-11-19,6.99,64,13
42810,"For The Glory: A Europa Universalis Game",2009-11-11,9.99,87,37
42930,"Elven Legacy: Magic",2009-12-03,0.51,13,5
42940,"Elven Legacy: Siege",2009-11-17,1.99,13,4
42950,"Elven Legacy: Ranger",2009-10-20,1.99,16,2
43100,"World of Zoo",2009-10-30,14.99,165,36
45700,"Devil May Cry 4",2009-12-22,19.99,1831,174
48110,"Silent Hunter 5®: Battle of the Atlantic",0001-01-01,9.99,981,1261
50970,"Mystery Case Files: Madame Fate®",2007-12-14,6.99,35,10
52003,Portal,2007-10-10,9.99,56620,1154
55000,Flotilla,0001-01-01,9.99,178,35
58400,Turba,0001-01-01,4.99,48,90
61500,"Age of Wonders",0001-01-01,5.99,575,161
61510,"Age of Wonders II: The Wizard's Throne",0001-01-01,9.99,211,47
61520,"Age of Wonders Shadow Magic",0001-01-01,9.99,426,53
65540,"Gothic 1",2001-03-15,9.99,9119,807
73230,"Majesty Gold HD",2009-09-04,9.99,0,0
200960,"Geneforge 1",2001-12-01,19.99,335,25
200980,"Geneforge 2",2003-07-01,19.99,62,5
200990,"Geneforge 3",2005-04-01,19.99,42,4
201000,"Geneforge 4: Rebellion",2006-11-01,19.99,35,3
201010,"Geneforge 5: Overthrow",2008-11-01,19.99,95,7
203290,"America's Army: Proving Grounds",0001-01-01,0.00,8224,2213
223330,"Sea Dogs: To Each His Own - Pirate Open World RPG",0001-01-01,14.99,1495,491
224920,"Legacy of Kain: Soul Reaver",1999-09-08,0.00,1252,452
228200,"Company of Heroes",2006-09-11,19.99,11836,714
232770,POSTAL,1997-11-14,0.00,4806,724
233510,"Lunnye Devitsy",2009-07-01,4.99,106,57
241620,Inquisitor,0001-01-01,9.99,415,197
256576,"CSX ES44AC Add-on Livery",2009-01-01,4.99,0,0
256611,"CSX SD70MAC Add-on Livery",2009-01-01,4.99,0,0
259340,"Chicken Shoot Gold",2003-11-01,6.99,535,262
262920,"Super Chain Crusher Horizon",0001-01-01,14.99,18,14
263700,"Muffin Knight",0001-01-01,4.99,322,94
268420,"Aura Kingdom",0001-01-01,0.00,6814,1861
282010,"Carmageddon Max Pack",1997-06-30,9.99,606,80
290320,"Project Temporality",0001-01-01,14.99,84,17
292990,"NOBUNAGA'S AMBITION: Souzou",0001-01-01,24.99,835,132
298110,"Far Cry® 4",0001-01-01,29.99,35175,7255
301610,"openCanvas 6",0001-01-01,49.99,503,73
307580,Technobabylon,0001-01-01,14.99,1234,66
329280,"Avalon Lords: Dawn Rises",0001-01-01,0.00,75,68
330390,"GRANDIA II HD Remaster",0001-01-01,19.99,1721,231
333930,"Dirty Bomb®",0001-01-01,0.00,47153,10891
350700,"Red Stone Online",0001-01-01,0.00,175,112
351630,"Fire With Fire Tower Attack and Defense",0001-01-01,0.00,106,123
352720,"The Universim",0001-01-01,29.99,5677,1210
365150,"Go Home - Rage incoming",0001-01-01,1.99,18,20
366530,"Esenthel Engine",0001-01-01,0.00,24,18
369120,"Invisible Apartment Zero",0001-01-01,2.99,10,8
384490,"NECROPOLIS: BRUTAL EDITION",0001-01-01,29.99,2947,1577
389670,Pacer,0001-01-01,39.99,534,198
412470,"Metal War Online: Retribution",0001-01-01,0.00,548,420
417990,Major\Minor,0001-01-01,0.00,340,83
420530,OneShot,0001-01-01,9.99,29225,535
428280,"Mystery of Unicorn Castle: The Beastmaster",0001-01-01,6.99,63,12
431960,"Wallpaper Engine",0001-01-01,3.99,522889,10368
512830,"Zombie Trigger",0001-01-01,2.99,3,5
516950,"STARS Simulation",0001-01-01,0.99,5,7
521330,"Skull Ball Heroes",0001-01-01,0.00,44,15
523220,"Virtual Race Car Engineer 2016",0001-01-01,9.99,2,1
554820,"VideoPad Video Editor",0001-01-01,99.99,38,8
575050,"Little Triangle",0001-01-01,9.99,474,40
577230,"Three Kingdoms The Last Warlord",0001-01-01,3.99,2332,902
595360,"NIGHTSTAR: Rogue Wings",0001-01-01,0.00,20,12
607760,CyberDrifter,0001-01-01,11.99,12,2
623040,"Crystal Vibes feat. Ott.",0001-01-01,0.49,7,2
630400,Explottens,0001-01-01,4.99,14,1
635320,"Last Day of June",0001-01-01,19.99,3177,477
652750,"Polygon Hero",0001-01-01,0.00,34,10
669410,"Exatron Quest L'Epée de Sang",0001-01-01,5.99,9,0
675560,NAVYFIELD,0001-01-01,0.00,487,237
688750,"MineDrill Redux",0001-01-01,2.99,0,2
712410,"Cirque du Soleil",0001-01-01,0.00,24,23
719630,Malkyrs,0001-01-01,0.00,4,4
725780,"Play With Me: Escape Room",0001-01-01,2.99,206,103
745950,Apparition,0001-01-01,9.99,63,14
754320,"Pixel Noir",0001-01-01,9.99,13,2
754350,忍者村大战2,0001-01-01,0.00,139,146
759030,WaywaY,0001-01-01,0.00,3,1
780280,"Summer Funland",0001-01-01,19.99,255,39
780970,"Food Dream Factory 梦想的美食世界：研发美食开心制作糖果模拟经营养成",0001-01-01,3.99,2,4
791240,"Lumote: The Mastermote Chronicles",0001-01-01,19.99,67,1
791770,"Try To Fall Asleep",0001-01-01,14.99,128,12
796950,"The Haunting of Billy",0001-01-01,7.99,20,23
835620,Sneiroball,0001-01-01,24.99,0,0
839680,"The Front of Greed",0001-01-01,0.00,10,14
851110,"Idle Racing GO: Clicker Tycoon",0001-01-01,0.00,277,248
855060,"Huawei VR 2",0001-01-01,0.00,0,0
857890,RuneTech,0001-01-01,4.99,4,3
872400,"Capsella The Lights of Lucern",0001-01-01,9.99,7,9
877280,"SAO Utils 2: Progressive",0001-01-01,0.00,0,0
881920,"Depression The Game",0001-01-01,1.99,166,74
886630,GlitchPets,0001-01-01,4.99,46,3
900883,"The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe",2009-06-16,19.99,35307,1639
901147,"Earthworm Jim",2009-11-04,19.99,53,65
901735,"The Stronghold Collection",2009-10-27,24.99,3839,507
916440,"Anno 1800",0001-01-01,0.00,3638,739
950670,"Gothic Playable Teaser",0001-01-01,0.00,9947,3765
986370,"Try To Reach 10",0001-01-01,4.99,14,4
1005930,"Timeflow – Life Sim",0001-01-01,9.99,1240,77
1044130,"不惑英雄传(puzzled heroes)",0001-01-01,16.99,55,23
1048790,Phantasmata,0001-01-01,19.99,13,1
1069480,"Worldwide Sports Fishing",0001-01-01,9.99,40,6
1095710,"Björk Vulnicura Virtual Reality Album",0001-01-01,19.99,14,4
1106880,"Tribes of Midgard - Open Beta",0001-01-01,0.00,434,58
1118840,"My name is You and it's the only unusual thing in my life",0001-01-01,2.99,587,103
1124010,"Realms of Regalia: Royal Rumble",0001-01-01,0.00,0,1
1133570,"Shining City",0001-01-01,0.00,16,8
1157350,Imaginator,0001-01-01,0.00,5,4
1175460,Revita,0001-01-01,16.99,1116,235
1175540,"Cyberless III: Online",0001-01-01,14.99,7,0
1197520,Familia,0001-01-01,4.99,34,0
1201640,"Island Explorer VR",0001-01-01,0.00,28,13
1232510,"Teleporter: World of Gamers (Alpha)",0001-01-01,0.00,44,9
1248990,"Mýrdalssandur, Iceland",0001-01-01,0.00,1361,128
1285310,"OLD SKOOL RACER",0001-01-01,19.99,1,4
1290820,"Project Océara",0001-01-01,0.00,4,1
1293160,"The Medium",0001-01-01,49.99,5732,736
1302840,"Kooring VR Coding Adventure",0001-01-01,8.49,8,0
1307890,"Kingdoms Reborn",0001-01-01,19.99,3937,404
1344430,"Kosta Projekt",0001-01-01,3.99,10,0
1345610,"Sakura TTS",0001-01-01,4.99,10,3
1355020,"Human Or Virus",0001-01-01,6.99,6,12
1360760,"DARK MAZE",0001-01-01,0.99,0,0
1378820,"Escaping Hell",0001-01-01,7.99,2,0
1423370,NOeSIS02_羽化,0001-01-01,0.00,306,2
1470870,"Because its hot! Prologue",0001-01-01,0.00,3,0
1481810,"Ostrich Runner",0001-01-01,6.99,24,4
1489820,Zombrio,0001-01-01,0.00,1,6
1523130,神启神落,0001-01-01,1.99,0,5
1543630,"Mind Lock",0001-01-01,4.99,2,0
1552250,"Three of Cards",0001-01-01,0.00,258,16
1625260,中国象棋-残局大师,0001-01-01,5.99,15,8
1633110,"ШХД: ЛЕТО / IT'S SUMMER",0001-01-01,9.99,17,9
1643530,"The Pirate King Ultimate",0001-01-01,6.99,4,3
1670240,"Echo of Ayllu",0001-01-01,0.00,0,0
1703040,"Decision in the Desert",0001-01-01,6.99,1,2
1703060,"Conflict in Vietnam",0001-01-01,6.99,2,1
1704620,"Harrier Jump Jet",0001-01-01,6.99,1,0
1725560,"Broken Betrayal",0001-01-01,10.99,5,5
1810290,"HUAWEI VR Glass 6DoF Driver",0001-01-01,0.00,0,0
1850280,GwenBlade,0001-01-01,2.39,12,2
1867640,"占星VR / Horoscope",0001-01-01,6.99,5,0
1883370,PEPPERED,0001-01-01,0.00,0,0
1896750,Cursed,0001-01-01,0.00,0,0
1936250,DownTheDead,0001-01-01,1.99,7,3
1959960,Burg,0001-01-01,0.00,0,0
1960630,"Cursed 2",0001-01-01,0.00,0,0
1999120,"Heroes of Time 2 - Aizack's Return",0001-01-01,4.99,0,0
2131220,Neisis,0001-01-01,0.00,0,0
